"word"	"syll_seq"	"syll_text"	"syll_dscr"
"FfrfCM-qo-ikz"	"2"	"C"	"location"
"FfrfCM-qo-ikz"	"3"	"M"	"palm_facing"
"FfrfCM-qo-ikz"	"4"	"-"	"syllable_separator"
"FfrfCM-qo-ikz"	"5"	"qo"	"movement"
"FfrfCM-qo-ikz"	"6"	"-"	"syllable_separator"
"FfrfCM-qo-ikz"	"7"	"ik"	"palm_facing"
"FfrfCM-qo-ikz"	"8"	"z"	"repetition"
"ffrfM-h^-hv"	"1"	"ffrf"	"handshape"
"ffrfM-h^-hv"	"2"	"M"	"palm_facing"
"ffrfM-h^-hv"	"3"	"-"	"syllable_separator"
"ffrfM-h^-hv"	"4"	"h^"	"movement"
"ffrfM-h^-hv"	"5"	"-"	"syllable_separator"
"ffrfM-h^-hv"	"6"	"hv"	"movement"
"ffrfM-qe"	"1"	"ffrf"	"handshape"
"ffrfM-qe"	"2"	"M"	"palm_facing"
"ffrfM-qe"	"3"	"-"	"syllable_separator"
"ffrfM-qe"	"4"	"qe"	"movement"
"ffrfM-qy"	"1"	"ffrf"	"handshape"
"ffrfM-qy"	"2"	"M"	"palm_facing"
"ffrfM-qy"	"3"	"-"	"syllable_separator"
"ffrfM-qy"	"4"	"qy"	"movement"
"FfrfWDiM-hkv"	"1"	"ffrf"	"handshape"
"FfrfWDiM-hkv"	"2"	"WD"	"location"
"FfrfWDiM-hkv"	"3"	"iM"	"palm_facing"
"FfrfWDiM-hkv"	"4"	"-"	"syllable_separator"
"FfrfWDiM-hkv"	"5"	"hkv"	"movement"
"ffrnM-qe"	"1"	"ffrn"	"handshape"
"ffrnM-qe"	"2"	"M"	"palm_facing"
"ffrnM-qe"	"3"	"-"	"syllable_separator"
"ffrnM-qe"	"4"	"qe"	"movement"
"frnM-qe"	"1"	"frn"	"handshape"
"frnM-qe"	"2"	"M"	"palm_facing"
"frnM-qe"	"3"	"-"	"syllable_separator"
"frnM-qe"	"4"	"qe"	"movement"
"h^"	"1"	"h^"	"eyeword"
"hv"	"1"	"hv"	"eyeword"
"jfCDU-qo-iM"	"1"	"jf"	"handshape"
"jfCDU-qo-iM"	"2"	"CD"	"location"
"jfCDU-qo-iM"	"3"	"U"	"palm_facing"
"jfCDU-qo-iM"	"4"	"-"	"syllable_separator"
"jfCDU-qo-iM"	"5"	"qo"	"movement"
"jfCDU-qo-iM"	"6"	"-"	"syllable_separator"
"jfCDU-qo-iM"	"7"	"iM"	"palm_facing"
"jfCh^iM-qo-ikz"	"1"	"jf"	"handshape"
"jfCh^iM-qo-ikz"	"2"	"Ch^"	"location"
"jfCh^iM-qo-ikz"	"3"	"iM"	"palm_facing"
"jfCh^iM-qo-ikz"	"4"	"-"	"syllable_separator"
"jfCh^iM-qo-ikz"	"5"	"qo"	"movement"
"jfCh^iM-qo-ikz"	"6"	"-"	"syllable_separator"
"jfCh^iM-qo-ikz"	"7"	"ik"	"palm_facing"
"jfCh^iM-qo-ikz"	"8"	"z"	"repetition"
"jfCik-D--pljU-jfik-Thy"	"1"	"jf"	"handshape"
"jfCik-D--pljU-jfik-Thy"	"2"	"C"	"location"
"jfCik-D--pljU-jfik-Thy"	"3"	"ik"	"palm_facing"
"jfCik-D--pljU-jfik-Thy"	"4"	"-"	"syllable_separator"
"jfCik-D--pljU-jfik-Thy"	"5"	"D"	"movement"
"jfCik-D--pljU-jfik-Thy"	"6"	"-"	"syllable_separator"
"jfCik-D--pljU-jfik-Thy"	"7"	"-"	"word_separator"
"jfCik-D--pljU-jfik-Thy"	"8"	"plj"	"basehand_handshape"
"jfCik-D--pljU-jfik-Thy"	"9"	"U"	"basehand_palm_facing"
"jfCik-D--pljU-jfik-Thy"	"10"	"-"	"syllable_separator"
"jfCik-D--pljU-jfik-Thy"	"11"	"jf"	"handshape"
"jfCik-D--pljU-jfik-Thy"	"12"	"ik"	"palm_facing"
"jfCik-D--pljU-jfik-Thy"	"13"	"-"	"syllable_separator"
"jfCik-D--pljU-jfik-Thy"	"14"	"Thy"	"movement"
"jfCik-h^"	"1"	"jf"	"handshape"
"jfCik-h^"	"2"	"C"	"location"
"jfCik-h^"	"3"	"ik"	"palm_facing"
"jfCik-h^"	"4"	"-"	"syllable_separator"
"jfCik-h^"	"5"	"h^"	"movement"
"jfCiM-qo-ikz"	"1"	"jf"	"handshape"
"jfCiM-qo-ikz"	"2"	"C"	"location"
"jfCiM-qo-ikz"	"3"	"iM"	"palm_facing"
"jfCiM-qo-ikz"	"4"	"-"	"syllable_separator"
"jfCiM-qo-ikz"	"5"	"qo"	"movement"
"jfCiM-qo-ikz"	"6"	"-"	"syllable_separator"
"jfCiM-qo-ikz"	"7"	"ik"	"palm_facing"
"jfCiM-qo-ikz"	"8"	"z"	"repetition"
"jfCKh^DM-hv-U--jlU-q^"	"1"	"jf"	"handshape"
"jfCKh^DM-hv-U--jlU-q^"	"2"	"CKh^D"	"location"
"jfCKh^DM-hv-U--jlU-q^"	"3"	"M"	"palm_facing"
"jfCKh^DM-hv-U--jlU-q^"	"4"	"-"	"syllable_separator"
"jfCKh^DM-hv-U--jlU-q^"	"5"	"hv"	"movement"
"jfCKh^DM-hv-U--jlU-q^"	"6"	"-"	"syllable_separator"
"jfCKh^DM-hv-U--jlU-q^"	"7"	"U"	"palm_facing"
"jfCKh^DM-hv-U--jlU-q^"	"8"	"--"	"word_separator"
"jfCKh^DM-hv-U--jlU-q^"	"9"	"jl"	"handshape"
"jfCKh^DM-hv-U--jlU-q^"	"10"	"U"	"palm_facing"
"jfCKh^DM-hv-U--jlU-q^"	"11"	"-"	"syllable_separator"
"jfCKh^DM-hv-U--jlU-q^"	"12"	"q^"	"movement"
"jfCKhvDik-qe-jnz"	"1"	"jf"	"handshape"
"jfCKhvDik-qe-jnz"	"2"	"CKhvD"	"location"
"jfCKhvDik-qe-jnz"	"3"	"ik"	"palm_facing"
"jfCKhvDik-qe-jnz"	"4"	"-"	"syllable_separator"
"jfCKhvDik-qe-jnz"	"5"	"qe"	"movement"
"jfCKhvDik-qe-jnz"	"6"	"-"	"syllable_separator"
"jfCKhvDik-qe-jnz"	"7"	"jn"	"handshape"
"jfCKhvDik-qe-jnz"	"8"	"z"	"repetition"
"jfCKhvik-D"	"1"	"jf"	"handshape"
"jfCKhvik-D"	"2"	"CKhv"	"location"
"jfCKhvik-D"	"3"	"ik"	"palm_facing"
"jfCKhvik-D"	"4"	"-"	"syllable_separator"
"jfCKhvik-D"	"5"	"D"	"movement"
"jfCKik-D"	"1"	"jf"	"handshape"
"jfCKik-D"	"2"	"CK"	"location"
"jfCKik-D"	"3"	"ik"	"palm_facing"
"jfCKik-D"	"4"	"-"	"syllable_separator"
"jfCKik-D"	"5"	"D"	"movement"
"jfCqviM-D"	"1"	"jf"	"handshape"
"jfCqviM-D"	"2"	"Cqv"	"location"
"jfCqviM-D"	"3"	"iM"	"palm_facing"
"jfCqviM-D"	"4"	"-"	"syllable_separator"
"jfCqviM-D"	"5"	"D"	"movement"
"jfCqviM-qvz"	"1"	"jf"	"handshape"
"jfCqviM-qvz"	"2"	"Cqv"	"location"
"jfCqviM-qvz"	"3"	"iM"	"palm_facing"
"jfCqviM-qvz"	"4"	"-"	"syllable_separator"
"jfCqviM-qvz"	"5"	"qv"	"movement"
"jfCqviM-qvz"	"6"	"z"	"repetition"
"jfDik-qk-iM"	"1"	"jf"	"handshape"
"jfDik-qk-iM"	"2"	"D"	"location"
"jfDik-qk-iM"	"3"	"ik"	"palm_facing"
"jfDik-qk-iM"	"4"	"-"	"syllable_separator"
"jfDik-qk-iM"	"5"	"qk"	"movement"
"jfDik-qk-iM"	"6"	"-"	"syllable_separator"
"jfDik-qk-iM"	"7"	"iM"	"palm_facing"
"jfDiM-hv-iU"	"1"	"jf"	"handshape"
"jfDiM-hv-iU"	"2"	"D"	"location"
"jfDiM-hv-iU"	"3"	"iM"	"palm_facing"
"jfDiM-hv-iU"	"4"	"-"	"syllable_separator"
"jfDiM-hv-iU"	"5"	"hv"	"movement"
"jfDiM-hv-iU"	"6"	"-"	"syllable_separator"
"jfDiM-hv-iU"	"7"	"iU"	"palm_facing"
"jfDiM-q^-rn"	"1"	"jf"	"handshape"
"jfDiM-q^-rn"	"2"	"D"	"location"
"jfDiM-q^-rn"	"3"	"iM"	"palm_facing"
"jfDiM-q^-rn"	"4"	"-"	"syllable_separator"
"jfDiM-q^-rn"	"5"	"q^"	"movement"
"jfDiM-q^-rn"	"6"	"-"	"syllable_separator"
"jfDiM-q^-rn"	"7"	"rn"	"handshape"
"jffnCKhvDiM-hv"	"1"	"jffn"	"handshape"
"jffnCKhvDiM-hv"	"2"	"CKhvD"	"location"
"jffnCKhvDiM-hv"	"3"	"iM"	"palm_facing"
"jffnCKhvDiM-hv"	"4"	"-"	"syllable_separator"
"jffnCKhvDiM-hv"	"5"	"hv"	"movement"
"jffnYh^DiM-hv-qk-qy"	"1"	"jffn"	"handshape"
"jffnYh^DiM-hv-qk-qy"	"2"	"Yh^D"	"location"
"jffnYh^DiM-hv-qk-qy"	"3"	"iM"	"palm_facing"
"jffnYh^DiM-hv-qk-qy"	"4"	"-"	"syllable_separator"
"jffnYh^DiM-hv-qk-qy"	"5"	"hv"	"movement"
"jffnYh^DiM-hv-qk-qy"	"6"	"-"	"syllable_separator"
"jffnYh^DiM-hv-qk-qy"	"7"	"qk"	"movement"
"jffnYh^DiM-hv-qk-qy"	"8"	"-"	"syllable_separator"
"jffnYh^DiM-hv-qk-qy"	"9"	"qy"	"movement"
"jfik-q^-jl"	"1"	"jf"	"handshape"
"jfik-q^-jl"	"2"	"ik"	"palm_facing"
"jfik-q^-jl"	"3"	"-"	"syllable_separator"
"jfik-q^-jl"	"4"	"q^"	"movement"
"jfik-q^-jl"	"5"	"-"	"syllable_separator"
"jfik-q^-jl"	"6"	"jl"	"handshape"
"jfikHh^-hvzq^"	"1"	"jf"	"handshape"
"jfikHh^-hvzq^"	"2"	"ik"	"palm_facing"
"jfikHh^-hvzq^"	"3"	"Hh^"	"hand_offset"
"jfikHh^-hvzq^"	"4"	"-"	"syllable_separator"
"jfikHh^-hvzq^"	"5"	"hv"	"movement"
"jfikHh^-hvzq^"	"6"	"zq^"	"repetition"
"jfikohv-pyqk"	"1"	"jf"	"handshape"
"jfikohv-pyqk"	"2"	"ikohv"	"palm_facing"
"jfikohv-pyqk"	"3"	"-"	"syllable_separator"
"jfikohv-pyqk"	"4"	"pyqk"	"movement"
"jfikTqk-qvzp"	"1"	"jf"	"handshape"
"jfikTqk-qvzp"	"2"	"ik"	"palm_facing"
"jfikTqk-qvzp"	"3"	"Tqk"	"hand_offset"
"jfikTqk-qvzp"	"4"	"-"	"syllable_separator"
"jfikTqk-qvzp"	"5"	"qv"	"movement"
"jfikTqk-qvzp"	"6"	"zp"	"none"
"jfiM-D"	"1"	"jf"	"handshape"
"jfiM-D"	"2"	"iM"	"palm_facing"
"jfiM-D"	"3"	"-"	"syllable_separator"
"jfiM-D"	"4"	"D"	"movement"
"jfKiM-Dzqy"	"1"	"jf"	"handshape"
"jfKiM-Dzqy"	"2"	"K"	"location"
"jfKiM-Dzqy"	"3"	"iM"	"palm_facing"
"jfKiM-Dzqy"	"4"	"-"	"syllable_separator"
"jfKiM-Dzqy"	"5"	"D"	"movement"
"jfKiM-Dzqy"	"6"	"zqy"	"repetition"
"jfM-hv"	"1"	"jf"	"handshape"
"jfM-hv"	"2"	"M"	"palm_facing"
"jfM-hv"	"3"	"-"	"syllable_separator"
"jfM-hv"	"4"	"hv"	"movement"
"jfM-qe"	"1"	"jf"	"handshape"
"jfM-qe"	"2"	"M"	"palm_facing"
"jfM-qe"	"3"	"-"	"syllable_separator"
"jfM-qe"	"4"	"qe"	"movement"
"jfM-qv-ik"	"1"	"jf"	"handshape"
"jfM-qv-ik"	"2"	"M"	"palm_facing"
"jfM-qv-ik"	"3"	"-"	"syllable_separator"
"jfM-qv-ik"	"4"	"qv"	"movement"
"jfM-qv-ik"	"5"	"-"	"syllable_separator"
"jfM-qv-ik"	"6"	"ik"	"palm_facing"
"jfM-qy-ik-hv"	"1"	"jf"	"handshape"
"jfM-qy-ik-hv"	"2"	"M"	"palm_facing"
"jfM-qy-ik-hv"	"3"	"-"	"syllable_separator"
"jfM-qy-ik-hv"	"4"	"qy"	"movement"
"jfM-qy-ik-hv"	"5"	"-"	"syllable_separator"
"jfM-qy-ik-hv"	"6"	"ik"	"palm_facing"
"jfM-qy-ik-hv"	"7"	"-"	"syllable_separator"
"jfM-qy-ik-hv"	"8"	"hv"	"movement"
"jfufnM-qe"	"1"	"jfufn"	"handshape"
"jfufnM-qe"	"2"	"M"	"palm_facing"
"jfufnM-qe"	"3"	"-"	"syllable_separator"
"jfufnM-qe"	"4"	"qe"	"movement"
"jfWDiM-q^-jnnl"	"1"	"jf"	"handshape"
"jfWDiM-q^-jnnl"	"2"	"WD"	"location"
"jfWDiM-q^-jnnl"	"3"	"iM"	"palm_facing"
"jfWDiM-q^-jnnl"	"4"	"-"	"syllable_separator"
"jfWDiM-q^-jnnl"	"5"	"q^"	"movement"
"jfWDiM-q^-jnnl"	"6"	"-"	"syllable_separator"
"jfWDiM-q^-jnnl"	"7"	"jnnl"	"handshape"
"jfWDiM-q^-rn"	"1"	"jf"	"handshape"
"jfWDiM-q^-rn"	"2"	"WD"	"location"
"jfWDiM-q^-rn"	"3"	"iM"	"palm_facing"
"jfWDiM-q^-rn"	"4"	"-"	"syllable_separator"
"jfWDiM-q^-rn"	"5"	"q^"	"movement"
"jfWDiM-q^-rn"	"6"	"-"	"syllable_separator"
"jfWDiM-q^-rn"	"7"	"rn"	"handshape"
"jfWik-Dzhv"	"1"	"jf"	"handshape"
"jfWik-Dzhv"	"2"	"W"	"location"
"jfWik-Dzhv"	"3"	"ik"	"palm_facing"
"jfWik-Dzhv"	"4"	"-"	"syllable_separator"
"jfWik-Dzhv"	"5"	"D"	"movement"
"jfWik-Dzhv"	"6"	"zhv"	"repetition"
"jfWiM-D"	"1"	"jf"	"handshape"
"jfWiM-D"	"2"	"W"	"location"
"jfWiM-D"	"3"	"iM"	"palm_facing"
"jfWiM-D"	"4"	"-"	"syllable_separator"
"jfWiM-D"	"5"	"D"	"movement"
"jfWiM-D--jlU-qy"	"1"	"jf"	"handshape"
"jfWiM-D--jlU-qy"	"2"	"W"	"location"
"jfWiM-D--jlU-qy"	"3"	"iM"	"palm_facing"
"jfWiM-D--jlU-qy"	"4"	"-"	"syllable_separator"
"jfWiM-D--jlU-qy"	"5"	"D"	"movement"
"jfWiM-D--jlU-qy"	"6"	"-"	"syllable_separator"
"jfWiM-D--jlU-qy"	"7"	"-"	"word_separator"
"jfWiM-D--jlU-qy"	"8"	"jl"	"handshape"
"jfWiM-D--jlU-qy"	"9"	"U"	"palm_facing"
"jfWiM-D--jlU-qy"	"10"	"-"	"syllable_separator"
"jfWiM-D--jlU-qy"	"11"	"qy"	"movement"
"jfWiM-Dz"	"1"	"jf"	"handshape"
"jfWiM-Dz"	"2"	"W"	"location"
"jfWiM-Dz"	"3"	"iM"	"palm_facing"
"jfWiM-Dz"	"4"	"-"	"syllable_separator"
"jfWiM-Dz"	"5"	"D"	"movement"
"jfWiM-Dz"	"6"	"z"	"repetition"
"jfWKqvik-Dz"	"1"	"jf"	"handshape"
"jfWKqvik-Dz"	"2"	"WKqv"	"location"
"jfWKqvik-Dz"	"3"	"ik"	"palm_facing"
"jfWKqvik-Dz"	"4"	"-"	"syllable_separator"
"jfWKqvik-Dz"	"5"	"D"	"movement"
"jfWKqvik-Dz"	"6"	"z"	"repetition"
"jfWqviU-D"	"1"	"jf"	"handshape"
"jfWqviU-D"	"2"	"Wqv"	"location"
"jfWqviU-D"	"3"	"iU"	"palm_facing"
"jfWqviU-D"	"4"	"-"	"syllable_separator"
"jfWqviU-D"	"5"	"D"	"movement"
"jlCDiM-qkz"	"1"	"jl"	"handshape"
"jlCDiM-qkz"	"2"	"CD"	"location"
"jlCDiM-qkz"	"3"	"iM"	"palm_facing"
"jlCDiM-qkz"	"4"	"-"	"syllable_separator"
"jlCDiM-qkz"	"5"	"qk"	"movement"
"jlCDiM-qkz"	"6"	"z"	"repetition"
"jlCDiM-qy-rn"	"1"	"jl"	"handshape"
"jlCDiM-qy-rn"	"2"	"CD"	"location"
"jlCDiM-qy-rn"	"3"	"iM"	"palm_facing"
"jlCDiM-qy-rn"	"4"	"-"	"syllable_separator"
"jlCDiM-qy-rn"	"5"	"qy"	"movement"
"jlCDiM-qy-rn"	"6"	"-"	"syllable_separator"
"jlCDiM-qy-rn"	"7"	"rn"	"handshape"
"jlCh^iM-qk"	"1"	"jl"	"handshape"
"jlCh^iM-qk"	"2"	"Ch^"	"location"
"jlCh^iM-qk"	"3"	"iM"	"palm_facing"
"jlCh^iM-qk"	"4"	"-"	"syllable_separator"
"jlCh^iM-qk"	"5"	"qk"	"movement"
"jlCik-Tqkz"	"1"	"jl"	"handshape"
"jlCik-Tqkz"	"2"	"C"	"location"
"jlCik-Tqkz"	"3"	"ik"	"palm_facing"
"jlCik-Tqkz"	"4"	"-"	"syllable_separator"
"jlCik-Tqkz"	"5"	"Tqk"	"movement"
"jlCik-Tqkz"	"6"	"z"	"repetition"
"jlCiM-qv-jf"	"1"	"jl"	"handshape"
"jlCiM-qv-jf"	"2"	"C"	"location"
"jlCiM-qv-jf"	"3"	"iM"	"palm_facing"
"jlCiM-qv-jf"	"4"	"-"	"syllable_separator"
"jlCiM-qv-jf"	"5"	"qv"	"movement"
"jlCiM-qv-jf"	"6"	"-"	"syllable_separator"
"jlCiM-qv-jf"	"7"	"jf"	"handshape"
"jlCKDiM-h^z"	"1"	"jl"	"handshape"
"jlCKDiM-h^z"	"2"	"CKD"	"location"
"jlCKDiM-h^z"	"3"	"iM"	"palm_facing"
"jlCKDiM-h^z"	"4"	"-"	"syllable_separator"
"jlCKDiM-h^z"	"5"	"h^"	"movement"
"jlCKDiM-h^z"	"6"	"z"	"repetition"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"1"	"jl"	"handshape"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"2"	"CKD"	"location"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"3"	"iM"	"palm_facing"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"4"	"-"	"syllable_separator"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"5"	"h^"	"movement"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"6"	"z"	"repetition"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"7"	"-"	"syllable_separator"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"8"	"-"	"word_separator"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"9"	"pUi"	"basehand_palm_facing"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"10"	"-"	"syllable_separator"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"11"	"yfu"	"handshape"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"12"	"U"	"palm_facing"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"13"	"Hh^"	"hand_offset"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"14"	"-"	"syllable_separator"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"15"	"qkv"	"movement"
"jlCKDiM-h^z--pUi-yfuUHh^-qkvzp"	"16"	"zp"	"none"
"jlCKDiM-hvz"	"1"	"jl"	"handshape"
"jlCKDiM-hvz"	"2"	"CKD"	"location"
"jlCKDiM-hvz"	"3"	"iM"	"palm_facing"
"jlCKDiM-hvz"	"4"	"-"	"syllable_separator"
"jlCKDiM-hvz"	"5"	"hv"	"movement"
"jlCKDiM-hvz"	"6"	"z"	"repetition"
"jlCKDiM-q^"	"1"	"jl"	"handshape"
"jlCKDiM-q^"	"2"	"CKD"	"location"
"jlCKDiM-q^"	"3"	"iM"	"palm_facing"
"jlCKDiM-q^"	"4"	"-"	"syllable_separator"
"jlCKDiM-q^"	"5"	"q^"	"movement"
"jlCKDiM-q^-U-hv"	"1"	"jl"	"handshape"
"jlCKDiM-q^-U-hv"	"2"	"CKD"	"location"
"jlCKDiM-q^-U-hv"	"3"	"iM"	"palm_facing"
"jlCKDiM-q^-U-hv"	"4"	"-"	"syllable_separator"
"jlCKDiM-q^-U-hv"	"5"	"q^"	"movement"
"jlCKDiM-q^-U-hv"	"6"	"-"	"syllable_separator"
"jlCKDiM-q^-U-hv"	"7"	"U"	"palm_facing"
"jlCKDiM-q^-U-hv"	"8"	"-"	"syllable_separator"
"jlCKDiM-q^-U-hv"	"9"	"hv"	"movement"
"jlCKh^iM-qe-jfz"	"1"	"jl"	"handshape"
"jlCKh^iM-qe-jfz"	"2"	"CKh^"	"location"
"jlCKh^iM-qe-jfz"	"3"	"iM"	"palm_facing"
"jlCKh^iM-qe-jfz"	"4"	"-"	"syllable_separator"
"jlCKh^iM-qe-jfz"	"5"	"qe"	"movement"
"jlCKh^iM-qe-jfz"	"6"	"-"	"syllable_separator"
"jlCKh^iM-qe-jfz"	"7"	"jf"	"handshape"
"jlCKh^iM-qe-jfz"	"8"	"z"	"repetition"
"jlCKh^iM-qvz"	"1"	"jl"	"handshape"
"jlCKh^iM-qvz"	"2"	"CKh^"	"location"
"jlCKh^iM-qvz"	"3"	"iM"	"palm_facing"
"jlCKh^iM-qvz"	"4"	"-"	"syllable_separator"
"jlCKh^iM-qvz"	"5"	"qv"	"movement"
"jlCKh^iM-qvz"	"6"	"z"	"repetition"
"jlCKik-D"	"1"	"jl"	"handshape"
"jlCKik-D"	"2"	"CK"	"location"
"jlCKik-D"	"3"	"ik"	"palm_facing"
"jlCKik-D"	"4"	"-"	"syllable_separator"
"jlCKik-D"	"5"	"D"	"movement"
"jlCKM-D"	"1"	"jl"	"handshape"
"jlCKM-D"	"2"	"CK"	"location"
"jlCKM-D"	"3"	"M"	"palm_facing"
"jlCKM-D"	"4"	"-"	"syllable_separator"
"jlCKM-D"	"5"	"D"	"movement"
"jlCM-qy"	"1"	"jl"	"handshape"
"jlCM-qy"	"2"	"C"	"location"
"jlCM-qy"	"3"	"M"	"palm_facing"
"jlCM-qy"	"4"	"-"	"syllable_separator"
"jlCM-qy"	"5"	"qy"	"movement"
"jlCM-qyz"	"1"	"jl"	"handshape"
"jlCM-qyz"	"2"	"C"	"location"
"jlCM-qyz"	"3"	"M"	"palm_facing"
"jlCM-qyz"	"4"	"-"	"syllable_separator"
"jlCM-qyz"	"5"	"qy"	"movement"
"jlCM-qyz"	"6"	"z"	"repetition"
"jlCqvik-D"	"1"	"jl"	"handshape"
"jlCqvik-D"	"2"	"Cqv"	"location"
"jlCqvik-D"	"3"	"ik"	"palm_facing"
"jlCqvik-D"	"4"	"-"	"syllable_separator"
"jlCqvik-D"	"5"	"D"	"movement"
"jlCqvM-D"	"1"	"jl"	"handshape"
"jlCqvM-D"	"2"	"Cqv"	"location"
"jlCqvM-D"	"3"	"M"	"palm_facing"
"jlCqvM-D"	"4"	"-"	"syllable_separator"
"jlCqvM-D"	"5"	"D"	"movement"
"jlDiM-h^z"	"1"	"jl"	"handshape"
"jlDiM-h^z"	"2"	"D"	"location"
"jlDiM-h^z"	"3"	"iM"	"palm_facing"
"jlDiM-h^z"	"4"	"-"	"syllable_separator"
"jlDiM-h^z"	"5"	"h^"	"movement"
"jlDiM-h^z"	"6"	"z"	"repetition"
"jlDiM-hkv"	"1"	"jl"	"handshape"
"jlDiM-hkv"	"2"	"D"	"location"
"jlDiM-hkv"	"3"	"iM"	"palm_facing"
"jlDiM-hkv"	"4"	"-"	"syllable_separator"
"jlDiM-hkv"	"5"	"hkv"	"movement"
"jlDiM-q^-iU"	"1"	"jl"	"handshape"
"jlDiM-q^-iU"	"2"	"D"	"location"
"jlDiM-q^-iU"	"3"	"iM"	"palm_facing"
"jlDiM-q^-iU"	"4"	"-"	"syllable_separator"
"jlDiM-q^-iU"	"5"	"q^"	"movement"
"jlDiM-q^-iU"	"6"	"-"	"syllable_separator"
"jlDiM-q^-iU"	"7"	"iU"	"palm_facing"
"jlDiU-hv"	"1"	"jl"	"handshape"
"jlDiU-hv"	"2"	"D"	"location"
"jlDiU-hv"	"3"	"iU"	"palm_facing"
"jlDiU-hv"	"4"	"-"	"syllable_separator"
"jlDiU-hv"	"5"	"hv"	"movement"
"jlflDiM-d^h^"	"1"	"jlfl"	"handshape"
"jlflDiM-d^h^"	"2"	"D"	"location"
"jlflDiM-d^h^"	"3"	"iM"	"palm_facing"
"jlflDiM-d^h^"	"4"	"-"	"syllable_separator"
"jlflDiM-d^h^"	"5"	"d^h^"	"movement"
"jlflU-hvzp"	"1"	"jlfl"	"handshape"
"jlflU-hvzp"	"2"	"U"	"palm_facing"
"jlflU-hvzp"	"3"	"-"	"syllable_separator"
"jlflU-hvzp"	"4"	"hv"	"movement"
"jlflU-hvzp"	"5"	"zp"	"none"
"jlflWiM-q^-iU"	"1"	"jlfl"	"handshape"
"jlflWiM-q^-iU"	"2"	"W"	"location"
"jlflWiM-q^-iU"	"3"	"iM"	"palm_facing"
"jlflWiM-q^-iU"	"4"	"-"	"syllable_separator"
"jlflWiM-q^-iU"	"5"	"q^"	"movement"
"jlflWiM-q^-iU"	"6"	"-"	"syllable_separator"
"jlflWiM-q^-iU"	"7"	"iU"	"palm_facing"
"jlik-dvhv"	"1"	"jl"	"handshape"
"jlik-dvhv"	"2"	"ik"	"palm_facing"
"jlik-dvhv"	"3"	"-"	"syllable_separator"
"jlik-dvhv"	"4"	"dvhv"	"movement"
"jlik-q^h^"	"1"	"jl"	"handshape"
"jlik-q^h^"	"2"	"ik"	"palm_facing"
"jlik-q^h^"	"3"	"-"	"syllable_separator"
"jlik-q^h^"	"4"	"q^h^"	"movement"
"jlikTqk-q^zp"	"1"	"jl"	"handshape"
"jlikTqk-q^zp"	"2"	"ik"	"palm_facing"
"jlikTqk-q^zp"	"3"	"Tqk"	"hand_offset"
"jlikTqk-q^zp"	"4"	"-"	"syllable_separator"
"jlikTqk-q^zp"	"5"	"q^"	"movement"
"jlikTqk-q^zp"	"6"	"zp"	"none"
"jliM-D"	"1"	"jl"	"handshape"
"jliM-D"	"2"	"iM"	"palm_facing"
"jliM-D"	"3"	"-"	"syllable_separator"
"jliM-D"	"4"	"D"	"movement"
"jliM-D--jliU-D"	"1"	"jl"	"handshape"
"jliM-D--jliU-D"	"2"	"iM"	"palm_facing"
"jliM-D--jliU-D"	"3"	"-"	"syllable_separator"
"jliM-D--jliU-D"	"4"	"D"	"movement"
